Customer,SSN,Birthdate,Age,Region,CredCardUser,Income,Purchases,AmountSpent
485,863-08-6093,10.18.46,52,South,1,63700,3,1430
486,364-94-9180,05.17.27,71,West,0,116500,2,1040
487,428-37-5656,06.23.35,63, South,1,39100,6,3050
488,485-42-3949,05.30.42,56,West,1,106000,7,3430
489,985-95-2545,09.11.58,40,South,1,35600,1,510
490,462-06-2066,06.20.51,47,North,0,128600,2,1130
491,085-91-0238,09.22.72,26, South,1,92800,1,500
492,579-57-5107,06.21.34,64,East,0,127900,4,1950
493,269-62-0603,09.04.49,49,East,1,33000,3,1330
494,085-32-5438,05.17.27,71,East,0,103700,1,480
495,777-36-5221,09.17.65,33,East,1,152400,5,2600
496,596-18-6300,07.25.58,40,South,1,92700,4,1930
497,567-83-5482,01.20.45,54,West,0,81400,5,2370
498,555-29-7759,08.17.70,28,West,1,50500,1,530
499,148-36-0089,07.08.70,28,North,0,140000,0,0
500,435-06-5294,07.04.65,33,South,1,134500,5,2430
501,156-39-5201,08.15.38,60,East,0,111000,3,540
502,619-04-0440,01.06.43,56,North,1,113800,2,990
503,626-49-8203,11.17.71,27,North,0,106100,5,2590
504,617-36-2966,03.30.41,58,West,1,62600,3,1590
505,033-96-3067,02.09.50,49,East,0,154700,0,0
506,118-88-3931,10.25.40,58,North,0,140600,4,2020
507,855-04-5846,11.14.38,60,North,0,81100,4,1930
508,451-43-1171,12.17.62,36,West,1,135100,1,410
509,326-25-8591,12.23.55,43,North,1,121500,3,1560
510,383-99-3451,05.25.72,26,East,1,144900,3,1520
511,578-97-4169,11.09.63,35,North,1,84200,8,3840
512,929-74-0283,12.01.74,24,West,1,55100,3,1530
513,081-31-7486,03.21.34,65,North,0,134200,5,2540
514,434-03-7295,07.10.61,37,South,1,92300,2,1010
515,899-95-2876,11.09.57,41,West,1,69400,0,0
516,395-09-9365,06.03.35,63,South,0,69500,4,2150
517,502-09-7475,06.22.46,52,North,0,80200,4,2120
518,378-83-7998,11.02.74,24,West,1,9999,2,940
519,629-45-1472,01.27.53,46,West,0,68600,4,2140
520,206-32-0783,08.18.60,38,North,0,128700,2,1030
521,565-06-6202,10.31.47,51,East,1,74800,3,1530
522,711-94-2743,12.20.42,56,South,1,144500,4,1880
523,488-71-2743,08.03.37,61,East,1,46000,3,1390
524,606-97-4444,10.23.33,65, North,1,33400,5,2450
525,651-27-9144,02.21.45,54,West,1,103900,5,2600
526,338-48-9109,05.14.66,32,North,0,49900,2,980
527,906-06-0341,03.26.52,47,South,0,9999,3,1590
528,430-50-1224,05.11.49,49,North,0,57200,2,990
529,887-82-8267,03.13.60,39,East,0,61600,1,400
530,800-94-3139,09.14.65,33, North,0,42700,2,990
531,813-78-6713,11.24.61,37,North,1,38300,2,930
532,077-63-0100,08.22.56,42,East,0,110000,2,1020
533,362-89-4824,10.09.47,51,South,0,45900,6,3020
534,755-27-7769,02.24.71,28,North,0,150700,3,1510
535,738-89-2181,07.09.59,39, North,1,109300,7,3520
536,395-68-8709,11.01.61,37,North,0,156300,3,1530
537,807-37-8840,08.12.63,35,West,0,38900,6,2770
538,044-65-5062,12.16.51,47,West,0,21800,2,1060
539,445-94-4117,02.11.58,41, East,0,160000,3,1550
540,103-58-9172,11.18.70,28, South,0,21400,2,1060
541,058-97-7643,03.22.52,47,East,0,126500,3,1580
542,910-81-4581,07.30.42,56,North,1,94400,5,2440
543,243-38-5172,08.11.61,37,East,0,29700,2,1030
544,670-18-7053,12.17.44,54,North,0,56900,2,1010
545,140-91-9594,11.30.74,24,North,1,133900,4,2010
546,425-08-8105,05.06.51,47,East,0,95300,0,0
547,588-21-8765,03.10.31,68,South,1,103900,3,1470
548,391-43-6171,09.29.32,66,North,0,74900,1,440
549,219-88-1599,05.04.59,39, West,0,57000,4,1970
550,998-10-7842,09.05.41,57,West,1,147600,1,450
551,906-29-3493,02.15.53,46,South,1,100900,4,1880
552,750-20-7105,08.31.52,46,North,0,111300,2,950
553,084-36-6114,09.19.36,62,West,1,93900,1,460
554,237-11-6147,09.16.33,65,East,0,60600,3,1450
555,754-39-8568,08.02.61,37,East,0,114900,3,1580
556,014-15-4837,08.21.39,59,West,1,76500,4,2110
557,762-59-9037,06.23.48,50,South,0,62800,1,440
558,361-42-3504,03.17.63,36,East,1,61700,4,2040
559,836-56-4942,12.01.36,62,West,1,77900,3,1450
560,559-47-7116,10.07.67,31,West,1,80000,4,2020
561,426-26-2282,04.18.62,36,East,1,120700,0,0
562,588-81-2703,02.05.53,46, South,0,33100,5,2550
563,269-71-5742,11.17.67,31,North,1,28700,4,2050
564,198-15-0723,02.23.41,58,South,1,69800,1,480
565,698-02-2492,07.09.42,56,East,1,107300,8,4280
566,909-62-4423,03.29.51,48,East,1,89000,5,2390
567,366-38-3676,01.31.75,24,East,1,147200,4,2060
568,375-92-1009,01.13.59,40,North,1,73600,3,1310
569,356-96-6950,03.11.48,51,West,0,27900,4,2170
570,758-72-4033,11.07.70,28,South,1,9999,3,1520
571,243-60-0568,12.28.51,47,West,1,145600,3,1500
572,546-38-8454,07.26.49,49,East,1,118300,4,2090
573,730-71-2357,06.05.31,67,South,0,126200,3,1620
574,554-77-8286,10.07.50,48,South,1,57900,5,2510
575,492-02-5397,07.20.72,26,East,0,153000,4,2010
576,552-03-3776,09.10.67,31,East,0,29900,2,950
577,872-03-9669,05.31.67,31,East,1,57400,1,450
578,781-16-9508,05.29.30,68,East,1,34300,6,2860
579,427-70-0642,11.03.31,67,East,0,119500,2,1020
580,503-00-1677,03.26.32,67,South,1,76400,4,2000
581,045-60-1378,10.06.57,41,East,0,73400,5,2440
582,443-85-9253,06.19.61,37,South,0,105800,3,1410
583,071-48-7533,02.20.42,57,East,0,99200,2,970
584,712-40-6694,09.24.54,44,North,1,39400,0,0
585,030-95-1842,08.26.38,60,South,0,25900,4,2120
586,955-96-1581,08.16.37,61, South,0,57500,2,1050
587,143-85-3621,08.20.51,47,West,1,152400,2,900
588,782-53-7840,03.13.39,60,South,0,153200,2,920
589,776-44-8345,04.16.27,-29,West,1,59300,2,1030
590,937-16-5575,02.04.36,63,North,1,46200,3,1630
591,768-43-5337,07.12.56,42,South,1,142700,2,980
592,712-50-9741,10.27.53,45,South,0,107700,2,940
593,744-30-0499,05.04.60,38,East,0,25,5,2460
594,349-69-6641,10.13.55,43,North,1,108900,2,1000
595,592-14-8716,01.09.42,57,South,1,157400,2,940
596,844-48-3850,02.26.33,66,West,1,64300,1,540
597,062-42-6963,03.11.58,41,East,1,67800,3,1320
598,839-97-7310,03.14.46,53, South,0,105400,2,1070
599,024-71-7104,06.25.42,56,East,0,108800,7,3370
600,362-26-6321,04.02.56,43,South,1,66400,1,470
601,633-95-2335,08.18.40,58,West,1,157200,0,0
602,423-97-3072,05.09.63,35,West,0,66000,3,1520
603,292-01-0852,08.20.68,30, South,1,76800,4,1940
604,885-22-9435,04.11.44,55,North,0,111600,2,990
605,600-05-9780,07.10.58,40,North,1,9999,0,0
606,374-50-5933,11.16.48,50,South,0,45000,2,990
607,626-04-1182,05.17.27,71,South,1,75900,3,1540
608,191-16-8010,06.10.34,64, South,1,97000,2,1050
609,084-93-0930,01.11.38,61,East,0,36100,2,1050
610,985-03-7017,11.20.33,65,East,1,103500,3,1440
611,562-62-0763,05.05.67,31,South,0,88800,2,1010
612,988-36-5241,02.24.43,56,West,1,52300,2,600
613,816-28-5583,05.11.59,39,North,0,82700,3,1550
614,113-20-9011,03.09.48,51,East,1,127900,2,1080
615,712-85-2723,02.14.55,44,West,0,142800,2,940
616,895-51-8608,02.10.74,25,East,0,64600,1,510
617,184-51-2440,03.02.66,33,South,0,62700,6,2930
618,283-42-4994,05.22.66,32,East,0,133200,3,1460
619,123-49-3511,11.20.71,27,East,0,33800,2,1110
620,112-47-5958,08.31.65,33,East,0,57500,2,980
621,142-39-5137,01.24.35,64,South,0,96200,3,1390
622,633-78-7048,10.25.63,35, West,1,62700,0,0
623,247-84-5404,11.04.44,54,West,0,141800,1,580
624,655-20-0209,08.26.33,65,South,1,57700,3,1550
625,042-17-7655,03.29.58,41,South,1,37500,4,2120
626,780-69-3201,05.24.58,40,East,1,117500,5,2410
627,803-24-4193,03.19.40,59,West,1,51800,4,2020
628,370-04-0555,09.21.62,36, East,0,128400,6,3060
629,187-38-0433,03.12.73,26,West,0,67700,1,540
630,964-69-3667,10.24.40,58,West,0,128100,1,540
631,227-56-2828,08.04.46,52,South,1,111300,3,1600
632,564-58-1489,09.04.53,45,West,0,70000,4,2060
633,304-51-0085,11.25.49,49,South,0,156000,3,1570
634,112-62-6916,01.30.53,46,West,1,116600,4,2070
635,035-65-6257,09.02.65,33,South,0,156900,2,530
636,682-40-8161,05.27.47,51, West,0,61200,3,1340
637,204-59-3595,10.27.68,30,South,1,30600,4,2030
638,471-77-6068,11.19.44,54,North,0,140100,1,530
639,509-96-6227,09.22.44,54,East,1,147500,1,590
640,696-45-2681,02.10.36,63,West,1,59900,4,1910
641,042-11-0400,05.06.75,23,North,1,96700,4,2130
642,384-43-9101,01.03.57,42,East,0,115100,3,1640
643,033-75-3553,12.10.61,37,South,0,149700,2,980
644,772-52-0613,11.20.57,41,West,1,60200,3,1490
645,086-39-4715,05.17.27,71,North,0,155300,5,2480
646,987-61-3447,06.25.44,54,North,1,137100,4,2260
647,065-31-6330,11.08.68,30,North,0,57700,4,1840
648,210-85-8041,05.25.57,41,East,0,107700,4,2080
649,437-11-2562,05.14.37,61,West,1,29800,3,1570
650,304-45-6046,10.03.68,30,South,1,127100,2,980
651,094-00-1258,03.17.52,47,West,1,158900,3,1560
652,494-46-3228,02.05.39,60,East,1,33600,4,2030
653,776-66-3248,10.25.30,68,East,0,111100,4,1820
654,409-92-5411,03.27.70,29, West,0,30700,4,2040
655,070-85-3598,01.09.60,39,South,0,135400,5,2790
656,549-47-1966,01.20.44,55,East,0,138300,2,950
657,807-70-5174,08.05.70,28,North,1,150400,3,1470
658,018-00-2484,03.01.62,37,North,1,66700,4,1750
659,182-14-6099,04.17.69,29,West,0,66500,3,1430
660,940-38-8978,12.25.72,26,North,1,20600,1,520
661,212-01-7062,05.17.27,71,West,0,147900,5,2450
662,241-04-3586,03.25.38,61,North,0,38300,1,530
663,440-40-8812,12.04.34,64, North,0,111700,4,1890
664,660-34-1579,01.20.65,34,East,0,139400,4,2030
665,782-01-3194,02.26.61,38,West,0,82400,2,1070
666,987-97-6364,06.15.32,66,West,0,45000,1,580
667,930-40-2824,04.21.40,58,South,0,108700,4,1980
668,218-88-3825,07.19.56,42,East,0,154200,4,2210
669,962-82-6993,07.20.50,48,South,0,141400,5,2410
670,224-67-9729,08.05.58,40,North,0,37100,4,1980
671,966-85-2429,09.25.63,35,West,0,65000,0,0
672,786-76-7558,10.15.44,54,South,0,120100,1,470
673,170-11-4785,02.21.49,50, South,1,67000,1,520
674,740-58-0427,04.30.43,55,East,1,127100,2,1010
675,359-71-8008,06.15.64,34,East,1,112700,3,1440
676,111-72-1443,08.02.43,55,North,1,102500,2,1050
677,062-05-2425,01.22.71,28,North,0,98200,9,4400
678,712-34-2712,01.05.38,61,South,0,135400,1,530
679,182-17-1668,03.15.49,50,South,0,149400,3,1540
680,679-02-8085,12.15.42,56,East,1,67500,5,2460
681,001-05-3748,03.24.36,63,North,0,159700,1,530
682,255-17-0304,10.02.56,42,East,0,54700,3,1480
683,942-62-8581,11.06.62,36, South,1,82200,2,1100
684,216-36-5956,06.05.69,29,North,1,39200,2,970
685,001-43-2336,08.21.63,35,North,0,149300,4,1750
686,315-64-6191,04.28.56,42,West,0,126400,4,2090
687,320-14-2388,12.14.73,25,East,0,74300,4,1840
688,369-77-1386,03.02.73,26,East,0,78700,2,840
689,776-25-5466,11.07.51,47,East,0,130000,2,1140
690,364-40-2281,01.29.40,59,South,0,145400,4,1990
691,409-28-2548,10.16.48,50,South,1,154500,4,2070
692,482-36-8249,07.10.55,43,West,1,30100,2,1000
693,430-51-9931,04.07.75,24,South,0,109900,1,460
694,537-41-1389,04.25.43,55,South,0,145400,1,610
695,469-15-8927,10.02.47,51,West,0,132800,0,0
696,247-12-1717,08.25.56,42, South,0,118000,3,1480
697,461-95-8647,05.25.41,57,North,0,91200,0,0
698,808-07-9691,07.03.58,40,South,0,88100,4,1960
699,007-29-6368,08.10.62,36,South,1,103100,4,1990
700,129-31-7388,05.19.52,46,South,0,23500,5,2640
701,762-79-4472,05.23.30,68, East,1,118800,0,0
702,855-15-8333,09.12.62,36,East,1,141900,6,3010
703,228-19-2271,12.16.76,22,North,0,25500,3,1480
704,776-33-7801,10.12.74,24,South,1,21400,2,980
705,107-48-8242,07.21.71,27,East,0,135800,3,1420
706,011-02-6234,01.27.52,47,North,0,113300,1,480
707,997-89-0484,04.12.43,56,East,1,54200,2,900
708,682-62-7862,10.25.52,46,West,1,43100,2,1160
709,719-04-5114,10.14.58,40,East,1,75000,3,1540
710,919-95-0805,10.16.74,24,North,1,86000,0,0
711,205-59-8253,05.14.66,32,East,0,72800,4,1930
712,460-01-0720,11.19.51,47,North,1,21400,4,1920
713,412-24-6049,04.14.31,68,North,1,121700,5,2620
714,403-33-8464,11.19.31,67,North,0,90000,2,1000
715,940-18-5706,06.16.63,35,South,0,120200,5,2340
716,494-38-3977,03.26.53,46,South,0,66800,4,2040
717,654-09-0024,08.31.73,25,East,1,72200,5,2380
718,830-88-5120,04.17.58,40,North,0,73800,2,1030
719,901-05-8142,06.10.35,63,East,0,38200,3,1600
720,287-90-4875,11.06.60,38,South,1,86200,2,1060
721,270-48-8413,05.22.39,59,West,0,149200,1,500
722,744-94-4187,08.09.50,48,South,0,119900,4,1830
723,929-79-0426,08.24.50,48,East,0,128900,4,2220
724,706-21-1514,08.10.63,35,East,0,140200,4,2060
725,898-79-0536,08.02.37,61,West,0,93400,4,2000
726,851-17-4605,09.12.39,59,West,0,39500,5,2490
727,391-32-8081,11.25.75,23,North,0,34300,3,1500
728,494-09-0186,11.29.45,53,South,1,32300,2,980
729,654-10-5679,02.04.67,32,South,1,77300,2,910
730,142-06-2339,05.17.27,71,West,1,38200,1,510
731,846-67-2407,09.08.70,28,East,1,58100,1,480
732,249-58-8981,12.04.44,54,East,0,110000,0,0
733,987-30-4141,03.01.61,38,East,0,99600,3,1450
734,198-57-5005,06.29.43,55,West,0,80400,8,4300
735,306-94-0334,01.15.65,34,East,1,42600,3,1430
736,558-32-0374,01.29.64,35,North,1,60900,3,1440
737,607-60-6835,05.25.57,41,South,0,116800,2,1000
738,825-93-1902,07.06.67,31,South,0,47200,5,2420
739,077-54-6936,07.18.31,67,South,1,115600,2,890
740,172-70-1383,07.14.50,48, North,1,44800,2,1150
741,557-92-4187,01.14.64,35, North,1,130300,5,2600
742,664-19-8034,04.20.35,63,North,1,146800,5,2560
743,337-47-4501,06.12.47,51,South,0,99900,2,1020
744,557-51-7912,07.02.62,36,West,0,46800,2,950
745,912-15-5028,05.24.56,42,South,0,121500,1,460
746,269-05-4944,09.16.36,62,North,0,150500,3,1600
747,144-20-0629,12.17.76,22,East,0,67700,4,2050
748,413-74-7883,11.09.57,41,North,1,72500,1,520
749,561-64-4579,07.21.42,56, West,0,83700,7,3550
750,897-93-8207,10.13.42,56,North,1,118300,5,2510
751,128-36-9289,02.09.35,64,North,0,117700,2,980
752,207-60-9040,11.04.74,24,West,1,52300,6,2880
753,598-51-0810,05.11.47,51,East,0,120400,6,3060
754,891-12-9133,05.17.27,71,North,0,77300,4,1980
755,703-14-0079,10.12.66,32,West,1,138000,3,1590
756,116-27-6030,09.18.64,34,West,0,28600,7,3540
757,790-90-4962,08.10.70,28,West,0,143300,2,970
758,607-51-4567,06.24.57,41,South,0,146400,1,540
759,037-82-1926,05.16.36,62,West,0,88000,3,1570
760,810-76-0704,04.24.52,46,West,0,110400,2,950
761,734-56-2325,11.30.41,57,South,1,145800,7,3180
762,328-15-6731,05.01.72,26,South,1,114800,3,1520
763,324-77-8486,01.20.60,39,North,1,74400,5,2660
764,645-92-0166,09.12.75,23,West,0,44800,0,0
765,930-83-5132,05.17.30,68,South,0,131800,2,1040
766,356-65-3097,06.26.38,60,West,0,149600,6,3070
767,524-78-0886,01.15.49,50,West,0,66000,6,3060
768,154-29-4745,10.30.46,52,South,0,35200,0,0
769,159-33-6219,08.29.47,51,East,1,97100,5,2520
770,468-48-4038,12.05.55,43,East,1,117300,0,0
771,128-66-7489,05.24.49,49,East,0,50500,4,1840
772,441-98-4789,06.30.68,30,West,1,125900,2,1010
773,975-39-8469,10.08.41,57,West,0,97100,1,460
774,242-57-1338,02.07.73,26,North,0,153100,1,540
775,524-81-5207,07.06.74,24,West,0,148300,1,500
776,358-91-2742,07.28.75,23,East,0,131100,6,3180
777,820-27-6346,07.04.36,62,West,0,155000,2,1180
778,162-22-8785,10.12.49,49,North,1,108900,1,530
779,200-31-1296,02.23.49,50,East,1,132800,5,2510
780,244-32-3030,11.16.33,65,West,0,144000,3,1420
781,293-10-2335,02.05.71,28,East,0,143000,4,2130
782,183-25-0406,05.17.27,71,West,0,51600,0,0
783,482-35-5692,09.12.63,35,West,0,121800,1,520
784,248-77-6012,10.11.56,42,East,0,117100,4,2100
785,643-84-6852,03.08.56,43,North,1,132600,3,1460
786,279-03-9288,04.23.42,56,East,0,52700,4,2070
787,002-23-4874,01.31.76,23,North,0,153000,3,1330
788,543-47-8606,04.02.46,53,North,1,66500,3,1650
789,581-79-2983,09.29.38,60,East,0,114500,4,1910
790,291-70-5956,02.23.74,25,South,0,152300,2,1080
791,380-87-5924,07.04.70,28,South,0,152500,0,0
792,947-79-6358,02.09.43,56,West,0,43700,4,550
793,636-14-1482,06.26.34,64,North,0,130100,2,980
794,460-66-3061,07.03.68,30,East,1,134300,4,2080
795,333-77-5865,09.14.51,47,South,0,27900,3,1440
796,918-32-8454,03.22.54,45,North,0,9999,3,1570
797,223-85-9178,03.15.40,59,South,0,106600,2,1150
798,510-02-4583,05.23.38,60,East,0,49800,5,2590
799,434-47-3833,11.21.52,46,South,0,115800,2,1030
800,048-50-9683,10.31.49,49,East,0,151400,3,1430
801,128-45-7669,02.16.31,68,West,0,23600,5,2330
802,934-46-4665,04.12.30,69,North,0,128000,2,1140
803,450-85-1624,11.12.64,34,North,1,77500,2,1050
804,510-16-5076,01.28.32,67,East,0,44600,5,530
805,589-14-5529,12.08.31,67,West,0,132200,2,1010
806,020-11-4047,08.17.58,40,East,0,151100,4,2020
807,174-55-6430,02.29.72,27,West,0,121200,2,1100
808,022-81-8771,01.14.53,46,West,1,155500,1,530
809,321-06-1845,07.27.62,36,East,0,101200,2,1030
810,271-37-1335,07.14.76,22,East,1,76200,3,1630
811,169-45-5209,07.20.46,52,South,0,139400,5,480
812,549-23-9231,12.13.61,37,West,0,26600,2,1020
813,338-58-7652,05.17.27,71,East,1,47500,2,1020
814,051-21-4856,10.11.74,24,North,0,29400,3,1570
815,558-83-8118,09.11.39,59,South,0,158200,4,1950
816,884-27-5089,03.05.62,37,North,1,151,2,900
817,912-29-2472,08.19.58,40,South,1,74600,2,940
818,610-14-8799,03.21.44,55, West,0,59000,4,2130
819,350-55-6308,02.04.51,48,West,1,32800,3,1540
820,625-83-5411,12.20.34,64, East,0,76500,4,2130
821,341-43-5318,04.22.54,44,South,1,81800,2,1040
822,087-46-4869,10.11.67,31,South,0,97300,1,490
823,185-56-6648,06.11.30,68,West,0,70200,4,2080
824,376-25-7809,11.02.27,-29,North,1,9999,2,1070
825,374-34-3958,04.25.65,33,South,0,55300,2,960
826,572-91-0184,01.04.52,47,West,0,155700,0,0
827,621-95-2307,01.29.61,38,West,0,70200,1,510
828,064-02-7974,03.15.34,65,North,1,85200,3,1480
829,406-48-0202,12.02.49,49,East,0,70800,5,2450
830,875-31-3461,11.22.76,22,North,1,73100,6,3140
831,501-44-5094,09.04.43,55,West,0,101500,2,1050
832,634-03-2020,07.11.68,30, West,0,80700,3,1490
833,908-76-1846,09.17.60,38,West,0,104,4,1970
834,736-64-0755,12.02.37,61,East,1,101200,2,940
835,421-26-6596,04.22.58,40,West,0,109800,3,1420
836,946-34-8921,04.17.72,26,East,1,34800,3,1460
837,602-88-3596,08.12.38,60,South,1,34700,3,1590
838,549-47-1621,06.22.44,54,West,0,101400,4,1990
839,614-87-6227,01.24.71,28,North,1,24700,0,0
840,147-21-7990,03.09.65,34,South,0,115100,5,2570
841,074-07-5294,02.21.44,55,East,0,111200,1,500
842,465-66-1006,12.18.36,62,East,0,119600,2,1060
843,944-80-2076,03.10.69,30, East,0,86800,2,960
844,227-40-2340,08.07.31,67,West,0,143400,5,2430
845,386-77-0877,04.15.56,42,West,0,32300,5,2510
846,391-70-2450,12.08.52,46,North,1,125700,3,1520
847,548-16-0549,07.17.37,61,East,0,74000,1,500
848,295-84-0052,10.16.57,41,West,0,102500,1,520
849,829-75-5461,01.08.48,51,West,1,153800,2,940
850,208-39-3628,11.26.70,28, North,1,51600,2,1020
851,332-17-8778,09.12.36,62,North,0,79200,3,1460
852,179-09-4170,10.07.63,35,East,0,20100,3,1490
853,816-48-1237,03.20.41,58,West,0,88400,2,950
854,430-66-2012,10.01.49,49,North,0,109400,2,1110
855,700-40-7371,12.21.63,35,South,0,120200,3,1420
856,644-19-2880,02.08.49,50,West,0,41500,3,1530
857,998-98-5272,07.08.55,43,South,1,141300,4,2040
858,819-34-4450,05.26.59,39,South,1,101300,9999,9999
859,469-20-4271,02.11.75,24,North,1,35300,2,980
860,193-26-5699,02.17.64,35,South,1,49200,2,950
861,249-15-5386,05.29.46,52,North,1,29800,2,1050
862,061-19-6765,09.10.53,45,West,0,103000,3,1410
863,078-50-0923,02.03.42,57,East,1,82800,6,3180
864,943-86-6307,07.28.70,28,East,1,101600,4,1860
865,713-12-9354,06.08.55,43,West,1,156600,0,0
866,252-50-5226,08.19.52,46,East,0,27300,2,1140
867,316-87-8155,02.12.34,65,East,0,47100,1,560
868,639-46-2851,02.14.48,51,West,0,132500,2,1060
869,896-31-1929,12.22.31,67,East,0,47400,3,1480
870,004-39-9621,10.13.57,41,South,0,138900,2,1010
871,656-41-6097,07.13.59,39,East,0,100300,2,1080
872,515-69-5178,12.01.72,26,South,1,129500,3,1520
873,780-16-8733,03.12.36,63,South,0,146200,0,0
874,886-55-9931,10.31.76,22,West,0,114400,2,1020
875,530-98-1115,08.23.34,64,North,0,76900,1,490
876,191-40-9404,09.26.34,64,West,0,107300,1,550
877,366-87-6081,10.16.64,34,East,1,148200,3,1470
878,128-79-5424,03.22.52,47, East,0,81300,3,1550
879,732-73-5716,01.20.70,29,North,1,64300,5,2360
880,880-94-6743,01.10.76,23, South,1,76600,3,1530
881,814-68-1140,08.30.70,28,West,1,36000,6,2780
882,693-61-7057,06.04.47,51,West,1,71500,8,3820
883,909-20-6479,12.03.43,55,East,0,139800,3,1540
884,363-30-2351,03.18.67,32,North,1,117400,2,900
885,345-04-1247,09.18.56,42,West,0,92100,2,890
886,120-97-5267,08.20.76,22,North,1,122600,2,1030
887,414-51-8865,11.13.48,50,East,0,70000,3,1440
888,405-30-5055,07.30.48,50,South,0,90500,1,530
889,329-05-2523,12.10.55,43,South,0,132000,4,1980
890,046-24-9783,05.08.50,48,East,0,85200,6,2850
891,392-09-0259,06.08.46,52,North,1,137400,5,2490
892,396-75-7173,11.21.59,39,East,1,30700,6,2900
893,580-19-6081,03.28.57,42,East,1,70100,4,1870
894,898-87-5939,12.06.52,46,South,0,67100,2,1000
895,389-24-0816,08.31.43,55,East,1,135500,7,3590
896,647-50-8044,01.25.47,52,West,0,153800,2,950
897,467-85-8411,01.28.41,58,North,0,68800,4,1810
898,036-48-0484,07.07.45,53,West,1,93500,1,450
899,680-66-6656,11.12.76,22,North,0,124300,5,2710
900,700-19-9168,02.16.66,33,West,0,95500,1,420
901,982-59-8711,05.20.45,53,West,1,35300,2,910
902,820-09-5447,02.05.36,63,South,0,123700,1,430
903,160-58-2612,04.03.55,44,North,0,135500,5,2470
904,584-10-0586,09.04.46,52,South,0,64500,3,1410
905,543-62-5992,06.03.65,33,West,0,132100,3,1390
906,320-16-2584,05.15.44,54,North,0,56800,1,530
907,845-98-0842,01.15.33,66,West,0,146000,3,1660
908,567-21-1083,02.18.40,59,South,0,44100,4,1950
909,644-49-0395,04.30.72,26,East,0,70900,0,0
910,800-24-8153,09.14.47,51,East,1,98000,3,1530
911,794-56-6572,03.17.45,54,West,1,41000,3,1450
912,132-97-4390,03.15.42,57,East,0,58700,4,2090
913,699-97-2477,04.29.50,48,South,0,126500,4,2270
914,252-09-5611,05.28.58,40,South,1,54300,2,990
915,242-98-1292,12.27.68,30,East,1,48900,1,450
916,665-47-3174,12.23.38,60,West,1,58100,1,510
917,764-32-4866,05.17.56,42,West,0,132700,2,990
918,579-34-3592,04.04.57,42,South,0,86000,6,2930
919,068-89-0748,02.13.70,29,East,0,86500,3,1460
920,104-87-1273,03.23.66,33,South,0,33200,0,0
921,601-98-9218,05.06.38,60, South,1,131000,3,1260
922,329-51-3208,03.21.28,-29,East,1,35400,6,3000
923,187-71-1689,02.04.64,35,East,1,23700,4,2070
924,224-77-8086,12.25.57,41,North,0,153800,1,600
925,820-65-4438,11.12.32,66,North,0,55,6,2980
926,412-56-0779,03.02.69,30,South,0,69800,3,1550
927,946-89-3019,08.23.70,28,North,1,136200,2,1060
928,946-78-2274,04.02.41,58,South,0,46500,3,1450
929,256-92-0356,08.13.39,59,East,1,113600,6,2930
930,315-12-2870,02.08.58,41,North,1,137700,2,1000
931,640-41-6833,05.29.34,64,South,0,58800,2,980
932,148-76-5664,04.04.65,34,West,0,78200,3,1340
933,938-92-5356,03.02.42,57,South,1,65800,0,0
934,773-48-7897,03.20.32,67,South,1,40000,2,960
935,920-86-2857,10.26.61,37,West,1,123500,2,1010
936,261-74-3204,10.01.37,61,West,0,65000,3,590
937,287-80-0088,11.13.35,63,North,0,144200,2,1070
938,797-94-0762,03.11.38,61,South,0,90400,2,940
939,269-66-1757,02.05.56,43,East,1,84600,5,2430
940,396-38-0463,01.17.50,49,West,0,144400,3,1490
941,534-76-0014,02.11.37,62,North,0,129800,1,470
942,952-80-6042,01.02.41,58,South,0,75400,4,2070
943,051-62-1955,09.03.44,54,West,1,159700,4,1870
944,053-58-0861,12.06.64,34,North,1,124300,1,500
945,310-71-9661,12.26.62,36,East,1,37900,1,490
946,336-62-5354,08.02.46,52,East,1,28100,3,1520
947,288-20-0072,07.21.64,34,West,0,91800,5,2570
948,937-43-3216,07.09.41,57,North,0,116400,0,0
949,766-77-7091,12.14.41,57,South,1,55000,2,1050
950,773-51-1612,03.05.41,58,North,1,52400,3,1380
951,398-55-9963,10.26.44,54,North,0,43000,3,1390
952,939-07-8704,12.13.33,65,East,0,149600,2,1020
953,120-04-3896,05.16.51,47,West,0,55900,0,0
954,959-00-6902,10.12.40,58,West,0,38200,4,1960
955,749-18-3377,11.03.48,50,South,1,88500,5,2670
956,831-09-3677,11.22.74,24,South,1,118800,4,1950
957,093-68-8684,08.05.73,25,East,1,107300,0,0
958,219-64-9825,08.26.40,58,South,0,139500,2,1050
959,291-83-3665,08.19.39,59,South,1,20600,5,490
960,985-04-2574,11.19.71,27, East,1,84800,1,430
961,616-06-4104,12.05.36,62,East,0,145400,3,1610
962,949-38-6757,06.23.71,27,West,0,35600,3,1530
963,953-66-3048,10.30.72,26,South,0,36600,5,2460
964,906-19-9530,05.07.32,66,South,0,92800,3,1580
965,189-06-1286,04.05.47,52,North,1,45300,4,1960
966,150-96-3442,11.06.57,41,South,1,144700,2,1000
967,991-63-0831,10.20.63,35,South,0,95800,3,1700
968,625-15-5187,03.13.74,25,South,1,69100,4,1990
969,206-06-7535,11.11.70,28,South,0,52100,4,2040
970,534-41-0891,12.06.72,26,West,1,76700,3,1460
